ID,Age, Income,MaritalSituation,hasKids,EducationalYears,EducationalDegree,Fruits,MeatProduct,FishProduct,SweetProduct,GoldProduct
1094,46,"$74,190.00 ",In couple,Yes,12,Graduation,81,86,168,91,64
1095,42,"$32,765.00 ",In couple,Yes,18,Master,3,17,7,3,3
1096,57,,Alone,Yes,8,2n Cycle,1,9,2,0,4
1097,46,"$22,212.00 ",In couple,Yes,8,2n Cycle,9,20,6,8,21
1098,32,"$18,358.00 ",Alone,Yes,12,Graduation,8,19,16,4,4
1099,47,"$26,067.00 ",In couple,Yes,12,Graduation,2,18,0,2,12
1100,52,"$22,390.00 ",In couple,No,5,Basic,1,4,15,1,5
1101,43,"$70,440.00 ",In couple,No,12,Graduation,117,499,76,102,88
1102,43,"$60,199.00 ",Alone,Yes,12,Graduation,1,7,2,0,0
1103,40,"$38,547.00 ",In couple,Yes,12,Graduation,1,10,0,1,4
1104,41,"$19,107.00 ",In couple,Yes,12,Graduation,4,9,10,5,16
1105,36,"$37,929.00 ",Alone,No,21,PhD,2,46,3,2,10
1106,71,"$16,813.00 ",Alone,No,12,Graduation,8,11,12,2,13
1107,64,"$62,187.00 ",In couple,No,12,Graduation,0,275,45,45,126
1108,55,"$57,811.00 ",In couple,Yes,12,Graduation,7,114,37,21,78
1109,65,"$50,943.00 ",In couple,Yes,18,Master,0,7,2,0,6
1110,65,"$50,943.00 ",In couple,Yes,18,Master,0,7,2,0,6
1111,46,"$53,201.00 ",Alone,Yes,12,Graduation,7,81,20,0,27
1112,58,"$54,414.00 ",In couple,Yes,12,Graduation,18,16,24,26,18
1113,49,"$26,290.00 ",In couple,Yes,12,Graduation,8,16,11,5,22
1114,62,"$61,250.00 ",Alone,Yes,12,Graduation,138,65,60,26,59
1115,74,"$28,389.00 ",In couple,No,5,Basic,5,3,7,4,8
1116,56,"$55,250.00 ",Alone,Yes,18,Master,58,83,32,0,66
1117,55,"$37,758.00 ",In couple,Yes,12,Graduation,2,10,0,0,1
1118,55,"$37,758.00 ",In couple,Yes,12,Graduation,2,10,0,0,1
1119,64,"$37,633.00 ",In couple,Yes,21,PhD,4,20,0,0,1
1120,58,"$33,629.00 ",In couple,Yes,21,PhD,0,16,0,0,4
1121,54,"$36,947.00 ",In couple,Yes,21,PhD,3,21,4,1,29
1122,69,"$69,142.00 ",Alone,Yes,12,Graduation,4,34,6,4,39
1123,62,"$53,154.00 ",In couple,Yes,12,Graduation,0,21,0,1,7
1124,61,"$65,695.00 ",In couple,Yes,21,PhD,32,189,0,58,6
1125,69,"$69,805.00 ",In couple,Yes,21,PhD,71,174,13,10,20
1126,43,"$36,975.00 ",Alone,Yes,8,2n Cycle,6,11,0,4,2
1127,48,"$26,228.00 ",In couple,Yes,12,Graduation,6,4,3,1,9
1128,49,"$37,787.00 ",In couple,Yes,18,Master,1,40,4,3,18
1129,47,"$37,087.00 ",In couple,Yes,21,PhD,55,134,15,0,3
1130,69,"$57,247.00 ",In couple,Yes,8,2n Cycle,4,32,37,54,6
1131,67,"$36,930.00 ",In couple,Yes,21,PhD,2,31,0,2,39
1132,58,"$48,721.00 ",Alone,Yes,18,Master,18,113,47,13,21
1133,52,"$43,641.00 ",In couple,Yes,18,Master,2,51,4,2,23
1134,70,"$75,903.00 ",In couple,Yes,12,Graduation,108,185,130,38,100
1135,65,"$71,391.00 ",In couple,Yes,12,Graduation,123,274,46,123,141
1136,45,"$16,927.00 ",In couple,Yes,21,PhD,2,23,3,1,4
1137,60,"$27,215.00 ",Alone,Yes,12,Graduation,5,22,8,9,28
1138,45,"$53,858.00 ",In couple,Yes,12,Graduation,53,221,58,150,26
1139,58,"$30,983.00 ",Alone,No,12,Graduation,4,50,12,1,49
1140,69,"$43,462.00 ",In couple,Yes,12,Graduation,17,97,15,6,15
1141,65,"$63,943.00 ",In couple,Yes,12,Graduation,184,368,13,97,21
1142,35,"$26,816.00 ",Alone,No,12,Graduation,1,6,3,4,3
1143,45,"$75,484.00 ",In couple,Yes,8,2n Cycle,97,259,197,194,34
1144,55,"$33,564.00 ",In couple,Yes,18,Master,0,3,0,0,7
1145,68,"$54,348.00 ",In couple,Yes,18,Master,0,16,0,0,4
1146,62,"$54,984.00 ",In couple,Yes,12,Graduation,13,131,32,3,6
1147,37,"$34,738.00 ",Alone,Yes,12,Graduation,2,10,3,0,2
1148,58,"$68,118.00 ",Alone,Yes,12,Graduation,23,123,10,23,154
1149,58,"$68,118.00 ",Alone,Yes,12,Graduation,23,123,10,23,154
1150,48,"$22,682.00 ",In couple,Yes,12,Graduation,14,29,4,2,36
1151,46,"$51,948.00 ",In couple,Yes,12,Graduation,33,54,71,30,41
1152,52,"$25,293.00 ",In couple,Yes,12,Graduation,0,11,0,2,9
1153,52,"$25,293.00 ",In couple,Yes,12,Graduation,0,11,0,2,9
1154,57,"$41,551.00 ",In couple,Yes,21,PhD,0,33,3,0,23
1155,59,"$56,067.00 ",In couple,Yes,21,PhD,12,54,16,6,120
1156,69,"$67,433.00 ",In couple,Yes,12,Graduation,28,259,12,48,30
1157,38,"$22,010.00 ",In couple,Yes,12,Graduation,2,9,3,0,8
1158,69,"$64,831.00 ",Alone,Yes,8,2n Cycle,86,249,75,86,144
1159,67,"$62,820.00 ",In couple,No,12,Graduation,61,265,138,61,53
1160,67,"$62,820.00 ",In couple,No,12,Graduation,61,265,138,61,53
1161,62,"$78,353.00 ",Alone,Yes,8,2n Cycle,122,476,39,153,34
1162,55,"$57,183.00 ",In couple,Yes,18,Master,5,64,7,0,70
1163,56,"$23,478.00 ",Alone,No,12,Graduation,6,27,12,17,39
1164,43,"$30,168.00 ",Alone,Yes,12,Graduation,20,66,0,12,27
1165,32,"$37,155.00 ",In couple,Yes,12,Graduation,0,26,7,15,3
1166,36,"$16,581.00 ",Alone,No,5,Basic,3,4,2,3,11
1167,41,"$41,850.00 ",In couple,Yes,12,Graduation,5,19,2,13,4
1168,54,"$81,380.00 ",Alone,No,18,Master,68,689,224,68,103
1169,40,"$56,386.00 ",In couple,Yes,12,Graduation,48,214,13,32,75
1170,50,"$25,818.00 ",Alone,Yes,12,Graduation,2,8,2,2,9
1171,37,"$15,345.00 ",In couple,Yes,12,Graduation,2,16,3,2,19
1172,44,"$57,954.00 ",In couple,Yes,18,Master,4,24,0,0,9
1173,69,"$50,300.00 ",In couple,Yes,12,Graduation,15,60,24,23,5
1174,66,"$38,725.00 ",In couple,Yes,21,PhD,0,6,2,1,5
1175,32,"$10,404.00 ",In couple,Yes,8,2n Cycle,2,11,10,6,12
1176,30,"$26,868.00 ",Alone,Yes,5,Basic,0,1,8,3,2
1177,72,"$72,298.00 ",Alone,No,12,Graduation,35,169,58,17,35
1178,63,"$72,905.00 ",In couple,No,12,Graduation,114,445,181,165,203
1179,45,"$47,025.00 ",Alone,Yes,12,Graduation,7,108,20,0,26
1180,36,"$29,938.00 ",Alone,Yes,12,Graduation,3,7,0,2,11
1181,73,"$46,681.00 ",In couple,Yes,21,PhD,15,69,15,19,38
1182,73,"$46,681.00 ",In couple,Yes,21,PhD,15,69,15,19,38
1183,51,"$29,548.00 ",Alone,Yes,18,Master,1,6,3,1,11
1184,65,"$62,058.00 ",In couple,Yes,18,Master,7,74,10,0,58
1185,52,,In couple,Yes,18,Master,42,48,94,66,96
1186,58,"$36,736.00 ",Alone,Yes,21,PhD,0,3,0,0,4
1187,69,"$8,820.00 ",Alone,Yes,18,Master,0,13,4,2,4
1188,58,"$14,918.00 ",In couple,Yes,5,Basic,3,3,15,4,15
1189,47,"$56,715.00 ",In couple,No,12,Graduation,105,239,237,172,9
1190,43,"$24,882.00 ",In couple,Yes,5,Basic,4,10,29,0,36
1191,43,"$24,882.00 ",In couple,Yes,5,Basic,4,10,29,0,36
1192,69,"$40,442.00 ",In couple,Yes,18,Master,12,52,25,22,13
1193,56,"$64,176.00 ",Alone,Yes,8,2n Cycle,33,249,64,116,149
1194,38,"$23,536.00 ",In couple,Yes,21,PhD,0,3,0,0,1
1195,63,"$35,246.00 ",Alone,Yes,12,Graduation,0,12,2,2,10
1196,43,"$28,442.00 ",In couple,Yes,12,Graduation,3,10,11,8,6
1197,65,"$48,195.00 ",In couple,Yes,12,Graduation,27,68,52,7,5
1198,39,"$74,116.00 ",Alone,No,8,2n Cycle,111,704,145,55,166
1199,74,"$78,093.00 ",In couple,No,18,Master,32,639,13,43,10
1200,69,"$59,354.00 ",Alone,Yes,18,Master,2,53,3,5,14
1201,45,"$36,301.00 ",In couple,Yes,8,2n Cycle,12,35,3,5,12
1202,78,"$77,598.00 ",Alone,No,18,Master,33,281,129,66,33
1203,49,"$62,710.00 ",In couple,Yes,12,Graduation,35,83,7,29,11
1204,56,"$36,317.00 ",In couple,Yes,12,Graduation,3,25,3,2,13
1205,50,"$42,767.00 ",Alone,Yes,21,PhD,6,43,19,5,38
1206,39,"$43,815.00 ",In couple,Yes,18,Master,10,29,4,7,15
1207,50,"$44,421.00 ",Alone,Yes,12,Graduation,5,59,7,1,7
1208,78,"$48,948.00 ",Alone,No,21,PhD,8,206,160,49,42
1209,78,"$48,948.00 ",Alone,No,21,PhD,8,206,160,49,42
1210,71,"$63,120.00 ",Alone,Yes,18,Master,69,279,54,41,69
1211,71,"$55,517.00 ",In couple,Yes,21,PhD,0,108,0,6,36
1212,64,"$36,864.00 ",Alone,Yes,12,Graduation,5,39,17,0,89
1213,43,,In couple,No,8,2n Cycle,2,1607,12,4,22
1214,44,"$82,582.00 ",Alone,No,12,Graduation,120,550,156,40,241
1215,63,"$79,803.00 ",Alone,Yes,12,Graduation,8,216,21,16,33
1216,54,"$52,569.00 ",Alone,Yes,21,PhD,0,3,0,0,7
1217,73,"$82,032.00 ",Alone,No,21,PhD,194,377,149,125,57
1218,73,"$82,032.00 ",Alone,No,21,PhD,194,377,149,125,57
1219,49,"$65,685.00 ",In couple,Yes,12,Graduation,14,49,0,7,57
1220,49,"$65,685.00 ",In couple,Yes,12,Graduation,14,49,0,7,57
1221,64,"$40,451.00 ",In couple,Yes,21,PhD,0,4,0,0,10
1222,48,"$31,163.00 ",Alone,Yes,8,2n Cycle,3,10,11,2,10
1223,48,"$31,163.00 ",Alone,Yes,8,2n Cycle,3,10,11,2,10
1224,69,"$35,704.00 ",In couple,Yes,12,Graduation,9,12,2,11,30
1225,48,"$7,500.00 ",Alone,Yes,12,Graduation,3,10,12,7,20
1226,38,"$36,075.00 ",In couple,Yes,12,Graduation,0,30,12,1,30
1227,39,"$70,038.00 ",In couple,No,21,PhD,54,348,71,54,130
1228,39,"$70,038.00 ",In couple,No,21,PhD,54,348,71,54,130
1229,50,"$71,796.00 ",In couple,No,12,Graduation,21,311,167,75,32
1230,54,"$47,821.00 ",In couple,Yes,8,2n Cycle,0,16,6,6,10
1231,46,"$45,503.00 ",In couple,Yes,21,PhD,4,44,6,1,18
1232,43,"$28,647.00 ",Alone,Yes,12,Graduation,8,29,0,12,26
1233,49,"$37,760.00 ",Alone,Yes,18,Master,3,13,2,10,0
1234,69,"$85,431.00 ",In couple,No,21,PhD,53,462,168,53,53
1235,66,"$72,635.00 ",In couple,No,8,2n Cycle,22,323,104,35,107
1236,66,"$72,635.00 ",In couple,No,8,2n Cycle,22,323,104,35,107
1237,73,"$77,142.00 ",In couple,No,12,Graduation,75,162,29,151,97
1238,43,"$53,172.00 ",In couple,Yes,12,Graduation,62,90,68,20,125
1239,53,"$36,065.00 ",Alone,Yes,12,Graduation,7,34,10,2,3
1240,48,"$73,926.00 ",In couple,No,12,Graduation,91,597,159,91,15
1241,44,"$35,790.00 ",Alone,Yes,12,Graduation,6,20,30,1,3
1242,59,"$39,552.00 ",Alone,Yes,12,Graduation,3,147,4,24,41
1243,57,"$68,316.00 ",In couple,Yes,8,2n Cycle,80,161,120,11,33
1244,44,"$102,160.00 ",In couple,No,21,PhD,29,138,76,176,58
1245,56,"$51,390.00 ",Alone,Yes,18,Master,20,47,23,2,56
1246,40,"$72,066.00 ",Alone,No,12,Graduation,34,536,134,51,34
1247,45,"$21,675.00 ",In couple,Yes,12,Graduation,0,16,17,4,4
1248,56,"$48,006.00 ",In couple,Yes,12,Graduation,0,11,3,2,2
1249,46,"$65,106.00 ",In couple,Yes,12,Graduation,19,133,12,0,19
1250,61,"$58,401.00 ",Alone,Yes,12,Graduation,0,11,17,29,29
1251,61,"$29,315.00 ",In couple,Yes,12,Graduation,2,14,8,7,4
1252,70,"$49,389.00 ",Alone,Yes,18,Master,0,19,2,1,3
1253,56,"$51,717.00 ",In couple,Yes,21,PhD,1,17,0,1,5
1254,61,"$46,779.00 ",Alone,Yes,8,2n Cycle,1,3,0,0,7
1255,61,"$28,520.00 ",In couple,Yes,18,Master,0,10,0,2,20
1256,58,"$34,377.00 ",Alone,Yes,12,Graduation,0,22,3,1,26
1257,60,"$54,959.00 ",Alone,Yes,21,PhD,0,60,0,0,24
1258,66,"$82,384.00 ",In couple,No,18,Master,51,432,180,120,190
1259,65,"$46,998.00 ",Alone,Yes,12,Graduation,41,86,45,6,27
1260,53,"$58,554.00 ",In couple,Yes,12,Graduation,24,68,38,0,88
1261,53,"$58,554.00 ",In couple,Yes,12,Graduation,24,68,38,0,88
1262,67,"$57,333.00 ",Alone,Yes,21,PhD,14,397,76,58,176
1263,27,"$80,685.00 ",In couple,No,12,Graduation,45,604,34,26,54
1264,56,"$52,117.00 ",In couple,Yes,12,Graduation,10,107,30,0,20
1265,49,"$62,220.00 ",In couple,Yes,21,PhD,12,375,16,12,12
1266,75,"$64,014.00 ",In couple,Yes,21,PhD,0,30,0,0,8
1267,75,"$64,014.00 ",In couple,Yes,21,PhD,0,30,0,0,8
1268,66,"$46,390.00 ",Alone,Yes,18,Master,14,64,2,9,38
1269,42,"$75,507.00 ",In couple,No,12,Graduation,93,374,104,80,80
1270,42,"$75,507.00 ",In couple,No,12,Graduation,93,374,104,80,80
1271,70,"$59,412.00 ",In couple,No,18,Master,67,165,30,43,11
1272,53,"$50,616.00 ",Alone,Yes,21,PhD,0,16,0,1,4
1273,52,"$35,924.00 ",In couple,Yes,18,Master,0,14,2,3,7
1274,39,"$57,937.00 ",In couple,Yes,8,2n Cycle,42,144,55,48,133
1275,37,"$73,356.00 ",In couple,No,21,PhD,14,322,0,14,112
1276,47,"$21,255.00 ",In couple,Yes,18,Master,0,25,2,2,3
1277,47,"$58,494.00 ",In couple,Yes,18,Master,7,68,4,0,19
1278,52,"$72,460.00 ",In couple,No,12,Graduation,10,540,80,30,10
1279,30,"$68,682.00 ",In couple,No,21,PhD,0,505,99,30,45
1280,30,"$68,682.00 ",In couple,No,21,PhD,0,505,99,30,45
1281,40,"$36,959.00 ",In couple,Yes,18,Master,6,25,6,0,0
1282,50,"$46,463.00 ",In couple,Yes,21,PhD,2,40,8,11,11
1283,42,"$61,825.00 ",Alone,Yes,12,Graduation,50,100,55,30,27
1284,42,"$61,825.00 ",Alone,Yes,12,Graduation,50,100,55,30,27
1285,32,"$28,691.00 ",In couple,Yes,12,Graduation,4,13,8,0,4
1286,32,"$28,691.00 ",In couple,Yes,12,Graduation,4,13,8,0,4
1287,45,"$54,058.00 ",In couple,Yes,12,Graduation,18,252,32,108,54
1288,46,"$84,196.00 ",Alone,Yes,12,Graduation,63,507,231,31,190
1289,58,"$38,620.00 ",In couple,No,18,Master,17,44,34,22,89
1290,58,"$38,620.00 ",In couple,No,18,Master,17,44,34,22,89
1291,48,"$3,502.00 ",Alone,Yes,12,Graduation,1,1,0,0,1
1292,64,"$47,743.00 ",In couple,Yes,12,Graduation,2,43,0,12,20
1293,72,"$80,360.00 ",In couple,No,21,PhD,86,454,112,43,43
1294,50,"$66,303.00 ",In couple,Yes,12,Graduation,12,96,16,12,60
1295,52,"$52,413.00 ",In couple,Yes,12,Graduation,106,271,75,98,65
1296,65,"$60,714.00 ",Alone,No,12,Graduation,162,224,101,92,162
1297,37,"$31,385.00 ",Alone,Yes,18,Master,2,12,0,1,9
1298,26,"$83,257.00 ",Alone,No,8,2n Cycle,27,590,38,107,67
1299,46,"$80,427.00 ",In couple,Yes,21,PhD,71,449,69,71,26
1300,72,"$38,823.00 ",In couple,Yes,12,Graduation,0,11,2,8,23
1301,44,"$42,014.00 ",In couple,Yes,12,Graduation,15,108,4,15,50
1302,44,"$42,014.00 ",In couple,Yes,12,Graduation,15,108,4,15,50
1303,73,"$76,140.00 ",In couple,No,21,PhD,66,653,17,0,26
1304,57,"$41,713.00 ",Alone,Yes,8,2n Cycle,8,44,10,10,25
1305,67,"$62,670.00 ",In couple,Yes,21,PhD,30,92,80,46,38
1306,49,"$70,932.00 ",In couple,Yes,8,2n Cycle,193,100,46,185,185
1307,70,"$78,939.00 ",In couple,No,21,PhD,115,243,150,0,205
1308,61,"$44,512.00 ",In couple,Yes,12,Graduation,1,6,0,0,2
1309,53,"$63,967.00 ",In couple,Yes,12,Graduation,84,141,73,35,162
1310,73,"$90,842.00 ",Alone,No,12,Graduation,70,118,182,187,93
1311,74,"$25,358.00 ",Alone,Yes,21,PhD,0,5,0,0,8
1312,39,,Alone,Yes,12,Graduation,3,22,2,2,6
1313,39,"$28,567.00 ",Alone,Yes,12,Graduation,3,22,2,2,6
1314,43,"$66,373.00 ",In couple,Yes,12,Graduation,9,124,12,24,109
1315,43,"$66,373.00 ",In couple,Yes,12,Graduation,9,124,12,24,109
1316,69,"$83,844.00 ",In couple,No,12,Graduation,31,345,75,31,191
1317,69,"$83,844.00 ",In couple,No,12,Graduation,31,345,75,31,191
1318,69,"$83,844.00 ",In couple,No,12,Graduation,31,345,75,31,191
1319,53,"$83,664.00 ",Alone,Yes,21,PhD,21,151,28,21,86
1320,70,"$27,450.00 ",In couple,No,18,Master,12,23,8,11,52
1321,43,"$54,880.00 ",Alone,Yes,21,PhD,85,137,102,45,118
1322,56,"$71,322.00 ",In couple,Yes,21,PhD,43,226,69,10,204
1323,45,"$60,000.00 ",Alone,Yes,21,PhD,0,217,0,0,12
1324,52,"$65,176.00 ",In couple,Yes,18,Master,28,183,220,70,70
1325,69,"$61,010.00 ",In couple,Yes,21,PhD,0,57,0,0,76
1326,40,"$31,089.00 ",In couple,Yes,12,Graduation,3,31,2,8,4
1327,33,"$20,518.00 ",Alone,Yes,12,Graduation,1,6,4,1,9
1328,73,"$34,469.00 ",In couple,Yes,21,PhD,6,20,0,5,12
1329,69,"$28,332.00 ",In couple,No,12,Graduation,10,13,4,15,9
1330,56,"$33,456.00 ",In couple,Yes,12,Graduation,3,10,8,1,7
1331,53,"$38,443.00 ",In couple,Yes,21,PhD,0,5,0,0,1
1332,48,"$65,333.00 ",Alone,Yes,12,Graduation,7,92,0,15,30
1333,69,"$82,623.00 ",Alone,No,12,Graduation,34,204,172,153,173
1334,50,"$73,691.00 ",In couple,Yes,12,Graduation,21,250,85,43,73
1335,74,"$74,485.00 ",In couple,No,12,Graduation,149,815,173,49,49
1336,66,"$65,748.00 ",In couple,Yes,12,Graduation,73,93,95,78,34
1337,39,"$24,367.00 ",Alone,Yes,5,Basic,4,2,0,11,5
1338,50,"$91,700.00 ",Alone,No,12,Graduation,172,961,125,115,19
1339,28,"$79,244.00 ",Alone,No,12,Graduation,102,125,212,61,245
1340,64,"$82,017.00 ",In couple,No,21,PhD,23,446,30,23,23
1341,64,"$58,138.00 ",Alone,No,12,Graduation,88,546,172,88,88
1342,68,"$59,354.00 ",In couple,Yes,18,Master,21,78,39,13,13
1343,66,"$58,482.00 ",In couple,Yes,21,PhD,7,115,19,7,7
1344,45,"$29,478.00 ",In couple,Yes,12,Graduation,0,7,3,1,1
1345,49,"$64,474.00 ",In couple,Yes,12,Graduation,35,172,56,86,93
1346,46,"$31,160.00 ",Alone,Yes,18,Master,3,25,6,1,13
1347,49,"$40,321.00 ",In couple,Yes,12,Graduation,4,21,6,0,27
1348,49,"$40,321.00 ",In couple,Yes,12,Graduation,4,21,6,0,27
1349,50,"$55,239.00 ",Alone,Yes,12,Graduation,17,238,23,24,106
1350,78,"$57,513.00 ",Alone,No,21,PhD,40,183,52,20,30
1351,42,"$85,693.00 ",In couple,Yes,12,Graduation,172,183,185,132,111
1352,44,"$71,855.00 ",In couple,Yes,12,Graduation,31,422,0,112,28
1353,45,"$7,500.00 ",In couple,No,5,Basic,16,11,11,1,16
1354,50,"$71,969.00 ",In couple,Yes,21,PhD,0,76,0,0,10
1355,44,"$28,973.00 ",In couple,No,21,PhD,0,46,3,2,12
1356,70,"$80,872.00 ",Alone,No,12,Graduation,72,567,94,12,108
1357,65,"$84,117.00 ",In couple,No,21,PhD,76,749,59,45,26
1358,63,"$38,741.00 ",Alone,Yes,8,2n Cycle,10,17,8,6,13
1359,48,"$38,961.00 ",In couple,Yes,18,Master,7,19,0,1,24
1360,53,"$75,922.00 ",Alone,No,12,Graduation,138,553,224,23,92
1361,56,"$56,962.00 ",In couple,Yes,18,Master,3,77,10,3,26
1362,56,"$56,962.00 ",In couple,Yes,18,Master,3,77,10,3,26
1363,72,"$70,165.00 ",Alone,No,12,Graduation,0,253,199,191,122
1364,48,"$65,308.00 ",In couple,No,12,Graduation,0,264,120,80,34
1365,70,"$29,298.00 ",In couple,Yes,18,Master,0,2,2,0,1
1366,54,"$63,246.00 ",In couple,Yes,21,PhD,30,91,29,22,7
1367,69,"$33,402.00 ",In couple,Yes,12,Graduation,2,19,10,5,8
1368,31,"$96,843.00 ",Alone,No,12,Graduation,71,951,40,17,17
1369,35,"$82,333.00 ",In couple,No,21,PhD,0,359,46,89,17
1370,72,"$72,643.00 ",Alone,No,12,Graduation,80,553,123,94,53
1371,39,"$32,313.00 ",In couple,Yes,21,PhD,4,56,2,4,7
1372,65,"$55,284.00 ",Alone,Yes,18,Master,7,140,0,7,63
1373,42,"$15,287.00 ",Alone,Yes,12,Graduation,2,8,4,3,13
1374,42,"$15,287.00 ",Alone,Yes,12,Graduation,2,8,4,3,13
1375,34,"$51,563.00 ",In couple,No,21,PhD,0,48,0,0,36
1376,45,"$81,929.00 ",In couple,Yes,18,Master,55,278,49,0,185
1377,68,"$53,593.00 ",In couple,Yes,21,PhD,4,78,6,0,43
1378,48,"$60,432.00 ",In couple,Yes,18,Master,3,15,4,3,11
1379,64,"$66,726.00 ",In couple,Yes,18,Master,7,35,0,0,47
1380,62,"$62,450.00 ",Alone,Yes,12,Graduation,47,267,62,66,38
1381,46,"$49,514.00 ",Alone,Yes,8,2n Cycle,39,78,58,13,93
1382,49,"$43,269.00 ",In couple,Yes,21,PhD,1,7,0,0,1
1383,62,"$33,762.00 ",In couple,Yes,21,PhD,1,34,2,0,16
1384,55,"$60,894.00 ",In couple,Yes,12,Graduation,7,155,10,0,54
1385,62,"$87,771.00 ",In couple,Yes,12,Graduation,38,287,50,57,33
1386,62,"$87,771.00 ",In couple,Yes,12,Graduation,38,287,50,57,33
1387,66,"$50,737.00 ",In couple,Yes,12,Graduation,0,11,0,0,10
1388,65,"$26,150.00 ",Alone,Yes,12,Graduation,1,13,3,5,1
1389,70,"$57,304.00 ",In couple,Yes,12,Graduation,80,329,138,17,106
1390,70,"$71,107.00 ",In couple,Yes,12,Graduation,10,217,198,174,195
1391,46,"$53,253.00 ",In couple,Yes,18,Master,9,57,20,9,125
1392,63,"$81,320.00 ",In couple,No,12,Graduation,33,493,59,103,57
1393,29,"$87,000.00 ",In couple,No,8,2n Cycle,25,607,67,17,49
1394,47,"$40,049.00 ",In couple,Yes,12,Graduation,65,52,10,44,28
1395,51,"$63,684.00 ",In couple,Yes,12,Graduation,80,428,208,93,80
1396,51,"$69,016.00 ",In couple,Yes,12,Graduation,53,363,123,107,161
1397,42,"$7,500.00 ",In couple,Yes,12,Graduation,2,3,3,0,5
1398,64,"$73,803.00 ",In couple,Yes,12,Graduation,80,363,52,26,174
1399,48,"$46,094.00 ",In couple,Yes,8,2n Cycle,2,20,3,2,5
1400,48,"$85,844.00 ",In couple,No,21,PhD,19,843,25,95,38
1401,66,"$38,452.00 ",In couple,Yes,18,Master,0,14,0,0,2
1402,66,"$38,452.00 ",In couple,Yes,18,Master,0,14,0,0,2
1403,66,"$80,395.00 ",In couple,No,12,Graduation,25,706,80,76,48
1404,33,"$87,679.00 ",In couple,No,12,Graduation,172,815,97,148,33
1405,72,"$35,416.00 ",Alone,No,18,Master,3,81,4,3,51
1406,75,"$44,124.00 ",In couple,Yes,21,PhD,0,55,0,6,52
1407,63,"$50,729.00 ",Alone,Yes,21,PhD,13,143,45,4,52
1408,68,"$94,384.00 ",In couple,No,12,Graduation,24,790,160,45,172
1409,68,"$94,384.00 ",In couple,No,12,Graduation,24,790,160,45,172
1410,31,"$34,412.00 ",Alone,Yes,12,Graduation,12,50,4,36,55
1411,36,"$31,158.00 ",In couple,Yes,12,Graduation,6,16,20,0,5
1412,70,"$34,838.00 ",In couple,Yes,12,Graduation,23,29,29,14,47
1413,42,"$56,775.00 ",In couple,Yes,12,Graduation,35,160,58,35,35
1414,72,"$54,356.00 ",Alone,Yes,21,PhD,15,30,20,0,0
1415,43,"$72,159.00 ",In couple,No,21,PhD,53,899,34,40,53
1416,30,"$8,028.00 ",Alone,No,12,Graduation,18,66,7,12,2
1417,69,"$55,951.00 ",In couple,Yes,18,Master,0,80,0,13,40
1418,72,"$67,911.00 ",In couple,Yes,21,PhD,0,356,63,28,0
1419,72,"$67,911.00 ",In couple,Yes,21,PhD,0,356,63,28,0
1420,48,"$20,427.00 ",In couple,Yes,21,PhD,0,4,0,0,1
1421,51,"$32,303.00 ",Alone,Yes,21,PhD,0,2,0,0,2
1422,53,"$55,954.00 ",In couple,Yes,21,PhD,0,28,0,0,43
1423,45,"$49,187.00 ",In couple,Yes,21,PhD,1,31,2,1,0
1424,49,"$49,854.00 ",In couple,Yes,18,Master,17,171,39,0,30
1425,43,"$63,693.00 ",Alone,Yes,12,Graduation,43,337,42,87,54
1426,43,"$63,693.00 ",Alone,Yes,12,Graduation,43,337,42,87,54
1427,36,"$19,510.00 ",In couple,Yes,18,Master,0,7,3,4,7
1428,62,"$52,332.00 ",Alone,No,12,Graduation,5,33,7,0,2
1429,48,"$55,593.00 ",In couple,Yes,12,Graduation,8,124,11,4,106
1430,72,"$54,591.00 ",In couple,Yes,12,Graduation,4,94,12,9,24
1431,72,"$74,859.00 ",Alone,No,8,2n Cycle,73,614,133,102,73
1432,50,"$40,851.00 ",Alone,Yes,12,Graduation,1,7,0,4,24
1433,72,"$58,607.00 ",In couple,Yes,21,PhD,0,86,0,0,19
1434,29,"$7,500.00 ",Alone,Yes,5,Basic,17,18,8,26,40
1435,46,"$52,614.00 ",Alone,Yes,21,PhD,0,142,12,9,38
1436,46,"$52,614.00 ",Alone,Yes,21,PhD,0,142,12,9,38
1437,47,"$67,445.00 ",In couple,Yes,12,Graduation,80,217,29,80,11
1438,47,"$67,445.00 ",In couple,Yes,12,Graduation,80,217,29,80,11
1439,47,"$67,445.00 ",In couple,Yes,12,Graduation,80,217,29,80,11
1440,53,"$36,778.00 ",In couple,Yes,21,PhD,4,34,2,4,4
1441,38,"$39,453.00 ",In couple,Yes,12,Graduation,0,7,0,0,2
1442,52,"$42,731.00 ",In couple,Yes,21,PhD,2,51,6,2,24
1443,56,"$40,760.00 ",Alone,Yes,21,PhD,0,17,0,0,6
1444,56,"$69,969.00 ",In couple,No,21,PhD,29,514,38,29,44
1445,66,"$80,317.00 ",Alone,No,12,Graduation,11,387,149,91,57
1446,64,"$66,636.00 ",In couple,No,18,Master,10,689,84,10,0
1447,46,"$54,730.00 ",In couple,Yes,18,Master,3,17,4,7,56
1448,50,"$42,835.00 ",Alone,Yes,18,Master,4,93,12,9,98
1449,56,"$53,843.00 ",In couple,Yes,18,Master,0,88,19,4,73
1450,61,"$79,530.00 ",In couple,No,12,Graduation,0,815,129,42,29
